hhid,round,foodclassR7,s11q2c,s11q2d
9072,7,White roots and tubers,,
9072,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),,
9072,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",,
9072,7,"Other vegetables (e.g., cabbage)",,
9072,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",,
9072,7,"Other fruits (e.g., banana, watermelon)",,
9072,7,"Organ meat (e.g., liver, kidney, blood, etc.)",,
9072,7,"Flesh meat (e.g., steak, chicken, etc.)",,
9072,7,Eggs,,
9072,7,Fish and seafood,,
9072,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",,
9072,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",,
9072,7,Oils and fats,,
9072,7,Sweets,,
9072,7,"Spices, condiments, beverages",,
9073,7,None / Only water,No,
9073,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
9073,7,White roots and tubers,No,
9073,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
9073,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
9073,7,"Other vegetables (e.g., cabbage)",No,
9073,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
9073,7,"Other fruits (e.g., banana, watermelon)",No,
9073,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
9073,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
9073,7,Eggs,No,
9073,7,Fish and seafood,No,
9073,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
9073,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
9073,7,Oils and fats,Yes,
9073,7,Sweets,No,
9073,7,"Spices, condiments, beverages",No,
9074,7,None / Only water,No,No
9074,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
9074,7,White roots and tubers,No,No
9074,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
9074,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
9074,7,"Other vegetables (e.g., cabbage)",No,No
9074,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
9074,7,"Other fruits (e.g., banana, watermelon)",No,No
9074,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
9074,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
9074,7,Eggs,No,No
9074,7,Fish and seafood,No,No
9074,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
9074,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
9074,7,Oils and fats,Yes,Yes
9074,7,Sweets,No,No
9074,7,"Spices, condiments, beverages",Yes,Yes
9075,7,None / Only water,No,No
9075,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
9075,7,White roots and tubers,No,No
9075,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
9075,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
9075,7,"Other vegetables (e.g., cabbage)",No,No
9075,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
9075,7,"Other fruits (e.g., banana, watermelon)",No,No
9075,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
9075,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
9075,7,Eggs,No,No
9075,7,Fish and seafood,No,No
9075,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
9075,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
9075,7,Oils and fats,Yes,No
9075,7,Sweets,No,No
9075,7,"Spices, condiments, beverages",No,No
9076,7,None / Only water,No,No
9076,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
9076,7,White roots and tubers,No,No
9076,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
9076,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
9076,7,"Other vegetables (e.g., cabbage)",No,No
9076,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
9076,7,"Other fruits (e.g., banana, watermelon)",No,No
9076,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
9076,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
9076,7,Eggs,No,No
9076,7,Fish and seafood,No,No
9076,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
9076,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
9076,7,Oils and fats,Yes,Yes
9076,7,Sweets,No,No
9076,7,"Spices, condiments, beverages",Yes,Yes
9077,7,None / Only water,No,No
9077,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
9077,7,White roots and tubers,No,No
9077,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
9077,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
9077,7,"Other vegetables (e.g., cabbage)",No,No
9077,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
9077,7,"Other fruits (e.g., banana, watermelon)",No,No
9077,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
9077,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
9077,7,Eggs,No,No
9077,7,Fish and seafood,No,No
9077,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
9077,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
9077,7,Oils and fats,Yes,No
9077,7,Sweets,No,No
9077,7,"Spices, condiments, beverages",No,No
9078,7,None / Only water,No,
9078,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
9078,7,White roots and tubers,No,
9078,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
9078,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
9078,7,"Other vegetables (e.g., cabbage)",No,
9078,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
9078,7,"Other fruits (e.g., banana, watermelon)",No,
9078,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
9078,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
9078,7,Eggs,No,
9078,7,Fish and seafood,No,
9078,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
9078,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
9078,7,Oils and fats,Yes,
9078,7,Sweets,No,
9078,7,"Spices, condiments, beverages",Yes,
9079,7,None / Only water,No,No
9079,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
9079,7,White roots and tubers,No,No
9079,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
9079,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
9079,7,"Other vegetables (e.g., cabbage)",No,No
9079,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
9079,7,"Other fruits (e.g., banana, watermelon)",No,No
9079,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
9079,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
9079,7,Eggs,No,No
9079,7,Fish and seafood,No,No
9079,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
9079,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
9079,7,Oils and fats,Yes,No
9079,7,Sweets,No,No
9079,7,"Spices, condiments, beverages",No,No
9080,7,None / Only water,No,No
9080,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
9080,7,White roots and tubers,No,No
9080,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
9080,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
9080,7,"Other vegetables (e.g., cabbage)",No,No
9080,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
9080,7,"Other fruits (e.g., banana, watermelon)",No,No
9080,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
9080,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
9080,7,Eggs,No,No
9080,7,Fish and seafood,No,No
9080,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
9080,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
9080,7,Oils and fats,Yes,No
9080,7,Sweets,No,No
9080,7,"Spices, condiments, beverages",No,No
9081,7,None / Only water,No,No
9081,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
9081,7,White roots and tubers,No,No
9081,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
9081,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
9081,7,"Other vegetables (e.g., cabbage)",No,No
9081,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
9081,7,"Other fruits (e.g., banana, watermelon)",No,No
9081,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
9081,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
9081,7,Eggs,No,No
9081,7,Fish and seafood,No,No
9081,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
9081,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
9081,7,Oils and fats,Yes,Yes
9081,7,Sweets,No,No
9081,7,"Spices, condiments, beverages",Yes,Yes
9082,7,None / Only water,No,
9082,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
9082,7,White roots and tubers,No,
9082,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
9082,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
9082,7,"Other vegetables (e.g., cabbage)",No,
9082,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
9082,7,"Other fruits (e.g., banana, watermelon)",No,
9082,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
9082,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
9082,7,Eggs,No,
9082,7,Fish and seafood,No,
9082,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
9082,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
9082,7,Oils and fats,Yes,
9082,7,Sweets,No,
9082,7,"Spices, condiments, beverages",No,
9083,7,None / Only water,,
9083,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",,
9083,7,White roots and tubers,,
9083,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),,
9083,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",,
9083,7,"Other vegetables (e.g., cabbage)",,
9083,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",,
9083,7,"Other fruits (e.g., banana, watermelon)",,
9083,7,"Organ meat (e.g., liver, kidney, blood, etc.)",,
9083,7,"Flesh meat (e.g., steak, chicken, etc.)",,
9083,7,Eggs,,
9083,7,Fish and seafood,,
9083,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",,
9083,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",,
9083,7,Oils and fats,,
9083,7,Sweets,,
9083,7,"Spices, condiments, beverages",,
9084,7,None / Only water,No,No
9084,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
9084,7,White roots and tubers,No,No
9084,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
9084,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
9084,7,"Other vegetables (e.g., cabbage)",No,No
9084,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
9084,7,"Other fruits (e.g., banana, watermelon)",No,No
9084,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
9084,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
9084,7,Eggs,No,No
9084,7,Fish and seafood,No,No
9084,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
9084,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
9084,7,Oils and fats,Yes,Yes
9084,7,Sweets,No,No
9084,7,"Spices, condiments, beverages",Yes,Yes
9085,7,None / Only water,No,
9085,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
9085,7,White roots and tubers,No,
9085,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
9085,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
9085,7,"Other vegetables (e.g., cabbage)",No,
9085,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
9085,7,"Other fruits (e.g., banana, watermelon)",No,
9085,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
9085,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
9085,7,Eggs,No,
9085,7,Fish and seafood,No,
9085,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
9085,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
9085,7,Oils and fats,Yes,
9085,7,Sweets,No,
9085,7,"Spices, condiments, beverages",Yes,
9086,7,None / Only water,,
9086,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",,
9086,7,White roots and tubers,,
9086,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),,
9086,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",,
9086,7,"Other vegetables (e.g., cabbage)",,
9086,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",,
9086,7,"Other fruits (e.g., banana, watermelon)",,
9086,7,"Organ meat (e.g., liver, kidney, blood, etc.)",,
9086,7,"Flesh meat (e.g., steak, chicken, etc.)",,
9086,7,Eggs,,
9086,7,Fish and seafood,,
9086,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",,
9086,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",,
9086,7,Oils and fats,,
9086,7,Sweets,,
9086,7,"Spices, condiments, beverages",,
9087,7,None / Only water,No,No
9087,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
9087,7,White roots and tubers,No,No
9087,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
9087,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
9087,7,"Other vegetables (e.g., cabbage)",No,No
9087,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
9087,7,"Other fruits (e.g., banana, watermelon)",No,No
9087,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
9087,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
9087,7,Eggs,No,No
9087,7,Fish and seafood,No,No
9087,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
9087,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
9087,7,Oils and fats,Yes,No
9087,7,Sweets,No,No
9087,7,"Spices, condiments, beverages",No,No
9088,7,None / Only water,No,
9088,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
9088,7,White roots and tubers,No,
9088,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
9088,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
9088,7,"Other vegetables (e.g., cabbage)",No,
9088,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
9088,7,"Other fruits (e.g., banana, watermelon)",No,
9088,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
9088,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
9088,7,Eggs,No,
9088,7,Fish and seafood,No,
9088,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
9088,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
9088,7,Oils and fats,Yes,
9088,7,Sweets,No,
9088,7,"Spices, condiments, beverages",Yes,
9089,7,None / Only water,No,No
9089,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
9089,7,White roots and tubers,No,No
9089,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
9089,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
9089,7,"Other vegetables (e.g., cabbage)",No,No
9089,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
9089,7,"Other fruits (e.g., banana, watermelon)",No,No
9089,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
9089,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
9089,7,Eggs,No,No
9089,7,Fish and seafood,No,No
9089,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
9089,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
9089,7,Oils and fats,Yes,Yes
9089,7,Sweets,No,No
9089,7,"Spices, condiments, beverages",No,No
9090,7,None / Only water,No,No
9090,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
9090,7,White roots and tubers,No,No
9090,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
9090,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
9090,7,"Other vegetables (e.g., cabbage)",No,No
9090,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
9090,7,"Other fruits (e.g., banana, watermelon)",No,No
9090,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
9090,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
9090,7,Eggs,No,No
9090,7,Fish and seafood,No,No
9090,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
9090,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
9090,7,Oils and fats,Yes,Yes
9090,7,Sweets,No,No
9090,7,"Spices, condiments, beverages",Yes,Yes
9091,7,None / Only water,No,
9091,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
9091,7,White roots and tubers,No,
9091,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
9091,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
9091,7,"Other vegetables (e.g., cabbage)",No,
9091,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
9091,7,"Other fruits (e.g., banana, watermelon)",No,
9091,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
9091,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
9091,7,Eggs,No,
9091,7,Fish and seafood,No,
9091,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
9091,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
9091,7,Oils and fats,No,
9091,7,Sweets,No,
9091,7,"Spices, condiments, beverages",No,
9092,7,None / Only water,No,No
9092,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
9092,7,White roots and tubers,No,No
9092,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
9092,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
9092,7,"Other vegetables (e.g., cabbage)",No,No
9092,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
9092,7,"Other fruits (e.g., banana, watermelon)",No,No
9092,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
9092,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
9092,7,Eggs,No,No
9092,7,Fish and seafood,No,No
9092,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
9092,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
9092,7,Oils and fats,Yes,No
9092,7,Sweets,No,No
9092,7,"Spices, condiments, beverages",No,No
9093,7,None / Only water,No,
9093,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
9093,7,White roots and tubers,No,
9093,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
9093,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
9093,7,"Other vegetables (e.g., cabbage)",No,
9093,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
9093,7,"Other fruits (e.g., banana, watermelon)",No,
9093,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
9093,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
9093,7,Eggs,No,
9093,7,Fish and seafood,No,
9093,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
9093,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
9093,7,Oils and fats,Yes,
9093,7,Sweets,No,
9093,7,"Spices, condiments, beverages",Yes,
9094,7,None / Only water,No,No
9094,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
9094,7,White roots and tubers,No,No
9094,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
9094,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
9094,7,"Other vegetables (e.g., cabbage)",No,No
9094,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
9094,7,"Other fruits (e.g., banana, watermelon)",No,No
9094,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
9094,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
9094,7,Eggs,No,No
9094,7,Fish and seafood,No,No
9094,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
9094,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
9094,7,Oils and fats,Yes,Yes
9094,7,Sweets,No,No
9094,7,"Spices, condiments, beverages",Yes,Yes
9095,7,None / Only water,No,No
9095,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
9095,7,White roots and tubers,No,No
9095,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
9095,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
9095,7,"Other vegetables (e.g., cabbage)",No,No
9095,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
9095,7,"Other fruits (e.g., banana, watermelon)",No,No
9095,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
9095,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
9095,7,Eggs,No,No
9095,7,Fish and seafood,No,No
9095,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
9095,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
9095,7,Oils and fats,No,No
9095,7,Sweets,No,No
9095,7,"Spices, condiments, beverages",No,No
9096,7,None / Only water,No,
9096,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
9096,7,White roots and tubers,No,
9096,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
9096,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
9096,7,"Other vegetables (e.g., cabbage)",No,
9096,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
9096,7,"Other fruits (e.g., banana, watermelon)",No,
9096,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
9096,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
9096,7,Eggs,No,
9096,7,Fish and seafood,No,
9096,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
9096,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
9096,7,Oils and fats,Yes,
9096,7,Sweets,No,
9096,7,"Spices, condiments, beverages",No,
9097,7,None / Only water,No,
9097,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
9097,7,White roots and tubers,No,
9097,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
9097,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
9097,7,"Other vegetables (e.g., cabbage)",No,
9097,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
9097,7,"Other fruits (e.g., banana, watermelon)",No,
9097,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
9097,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
9097,7,Eggs,No,
9097,7,Fish and seafood,No,
9097,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
9097,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
9097,7,Oils and fats,Yes,
9097,7,Sweets,No,
9097,7,"Spices, condiments, beverages",No,
9098,7,None / Only water,No,No
9098,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
9098,7,White roots and tubers,No,No
9098,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
9098,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
9098,7,"Other vegetables (e.g., cabbage)",No,No
9098,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
9098,7,"Other fruits (e.g., banana, watermelon)",No,No
9098,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
9098,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
9098,7,Eggs,No,No
9098,7,Fish and seafood,No,No
9098,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
9098,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
9098,7,Oils and fats,Yes,Yes
9098,7,Sweets,No,No
9098,7,"Spices, condiments, beverages",No,No
9099,7,None / Only water,No,
9099,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
9099,7,White roots and tubers,No,
9099,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
9099,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
9099,7,"Other vegetables (e.g., cabbage)",No,
9099,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
9099,7,"Other fruits (e.g., banana, watermelon)",No,
9099,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
9099,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
9099,7,Eggs,No,
9099,7,Fish and seafood,No,
9099,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
9099,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
9099,7,Oils and fats,Yes,
9099,7,Sweets,No,
9099,7,"Spices, condiments, beverages",Yes,
9100,7,None / Only water,No,No
9100,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
9100,7,White roots and tubers,No,No
9100,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
9100,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
9100,7,"Other vegetables (e.g., cabbage)",No,No
9100,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
9100,7,"Other fruits (e.g., banana, watermelon)",No,No
9100,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
9100,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
9100,7,Eggs,No,No
9100,7,Fish and seafood,No,No
9100,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
