hhid,round,comment,s15q1,s15q2,s15q3,s15q4,s15q5a,s15q5b,s15q5c,s15q5d,s15q5e,s15q5f,s15q5g,s15q5h,s15q5h2,s15q5i,s15q5_a1,s15q5_a2,s15q5_a3,s15q5_a4,s15q5_a5,s15q5_a601,s15q5_a602,s15q5_a603,s15q5_a604,s15q5_a605,s15q5_a606,s15q5_a607,s15q5_a608,s15q5_a609,s15q5_a610,s15q5_a611,s15q5_a697,s15q5_a7,s15q10,s15q11,s15q11b,s15q12,s15q13,s15q14,s15q6,s15q7,s15q7b,s15q8,s15q9,s15q9b,s15q15,s15q15a,s15q15b,s15q15c,s15q15d,s15q15e,s15q15f,s15q15g,s15q15h,s15q15i,s15q15j,s15q15j2,s15q15k,s15q15l,s15q15m,s15q15n,s15q15o,s15q15p,s15q15q,s15q15r,s15q15s,s15q15t,s15q15u,s15q16,s15q17a,s15q17b,s15q17c,s15q17d,s15q18a,s15q18b,s15q18b1,s15q18b2,s15q18c,s15q18c1,s15q18d,s15q18e,s15q18e2,s15q19a,s15q19a2,s15q19b,s15q19b2,s15q19c,s15q19c2,s15q20b,s15q20,s15q20a,s15q21,s15q21a,s15q21b,s15q21c,insurance_perspective,klip_aware,klip_yn,klip_beneficiary,klip_beneficiary_3,klip_payout,klip_payouts_change_coping_yn,ibli_aware,s15q18b_r7,s15q18f1,s15q18f2,s15q18f3,s15q18f4,s15q18f5,s15q18f6,s15q18f7,s15q18f8,s15q18f9,s15q18f10,s15q18f11,s15q18f12,s15q18f13,s15q18f14,s15q18f15,s15q18f16,s15q18f17,s15q18f18,s15q18f19,s15q18f20,s15q18f21,s15q18f22,s15q18f98,ibli_purchase_count,ibli_payout_yn,ibli_payout_when_1,ibli_payout_when_2,ibli_payout_when_3,ibli_payout_when_4,ibli_payout_when_5,ibli_payout_when_6,ibli_payout_when_7,ibli_payout_when_8,ibli_payout_when_9,ibli_payout_when_10,ibli_payout_when_11,ibli_payout_when_12,ibli_payout_when_13,ibli_payout_when_14,ibli_payout_when_15,ibli_payout_when_16,ibli_payout_when_17,ibli_payout_when_18,ibli_payout_when_19,ibli_payout_when_20,ibli_payout_when_21,ibli_payout_when_22,ibli_payout_when_23,ibli_payout_when_24,ibli_payout_when_25,ibli_payout_when_26,ibli_payout_when_27,ibli_payout_when_28,ibli_payout_when_29,ibli_payout_when_30,ibli_payout_when_31,ibli_payout_when_32,ibli_payout_when_33,ibli_payout_when_34,ibli_payout_when_35,ibli_payout_when_36,ibli_payout_when_37,ibli_payout_when_38,ibli_payout_when__99,ibli_payouts_change_coping_yn,s15q19a_1,s15q19a_2,s15q19a_3,s15q19a_4,s15q19a_5,s15q19a_6,s15q19a_7,s15q19a_8,s15q19a_9,s15q19a_10,s15q19a_11,s15q19a_12,s15q19a_13,s15q19a_14,s15q19a_15,s15q19a_16,s15q19a_17,s15q19a_18,s15q19a_19,s15q19a_97,s15q19a_97b,ibli_assessment,ibli_what,ibli_what_other,ibli_type,ibli_cover,ibli_cover_other_,s15q25,s15q26,s15q27,s15q28,s15q29,s15q30,s15q30_r7,s15q27_r7,s15q27_r7a,s15q26_r7,s15q26_r7a,s15q31,s15q31b,s15q41,s15q42,s15q42_r7,s15q42_r7a,ibli_perspective,data_quality_insurance,s15q43,s15q48,s15q49,s15q50,s15q51,s15q52,s15q48a6,s15q53,s15q48d1,s15q48d2,s15q48d3,s15q48d4,s15q48d5,s15q48d98,s15q48a1,s15q48a2,s15q48a3,s15q48a4,s15q48a5,s15q44,s15q47a,s15q47b,s15q47c,s15q52_i_a,s15q52_i_b,s15q52_i_c,s15q52_u_a,s15q52_u_b,s15q52_u_c,s15q53_u_a,s15q53_u_b,s15q53_u_c,s15q49_r3,s15q48_r3,s15q50_r3,s15q57a,s15q57b,s15q57c,s15q57d,s15q57e,s15q57f,s15q57g,s15q58a,s15q58a1,s15q58a2,s15q58a3,s15q58a4,s15q58a5,s15q58a6,s15q58a7,s15q58a8,s15q58b,s15q58c
9081,1,,No,No,Never,Have not heard of Equity,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9081,2,,,,Once a month,Have heard of Equity but never used their service: no access,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,Yes,At community barazza,,Yes,.a,.a,,,,,,,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,,,,,,,,,,,,,From VIP (Village Insurance Promoter hired by Equity/APA),No,,,,,,,,No,,,,,Did not understand insurance well enough to buy it,,Waiting to see what happens to the people who bought the insurance,,Don't think insurance will help me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know,At the end of each DRY season when forage conditions are WORSE than normal,Predicted number of livestock lost due to poor forage condition averaged over the normal grazing areas of your community,10000,30000,Yes,,,,,,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9081,3,0,,,Once a month,Have heard of Equity but never used their service: no access,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,Yes,From an NGO staff,,Yes,,,,,,,,,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,,No,No,,,,,,,,,,From VIP (Village Insurance Promoter hired by Equity/APA),Yes,I don't know,Yes,I don't know,,,,,No,,No,,,Waiting to see what happens to the people who bought the insurance,,Discouraged by someone in the community,,Don't think insurance will help me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know,At the end of each DRY season,,.a,,No,,,,,,I don't know,,In cash,Predicted number of livestock lost due to poor forage condition closed to your home base camp,,,,,I don't know,,,,,,,,,,,,,,,,,,,Yes,,,,,,,1,1,2,0,0,2,25000,17000,2800,,,,,,,,,,,,,,,,,,
9081,4,0,,,Once a month,,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,Yes,At community barazza,,Yes,3500,2,,,,,,,Yes,No,No,No,,,No,Yes,No,No,No,,No,,No,,,,,,,,,From VIP (Village Insurance Promoter hired by Equity/APA),,,,,,,,,,No,No,,,Did not understand insurance well enough to buy it,,Afraid of uncertainty in insurance,,Don't have money to spend on insurance,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every 2 years,At the end of each DRY season when forage conditions are WORSE than normal,,15000,,Yes,,,,,,ILRI,,In livestock,Predicted number of livestock lost due to poor forage condition averaged over the normal grazing areas of your community,,,,,100 cows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9081,5,0,,,Every day,,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,,,No,Yes,No,No,No,,No,,No,No,Yes,,,,,,,From VIP (Village Insurance Promoter hired by Equity/APA),No,,No,,Yes,1,,,No,,No,I did not benefit the first time,,Don't have money to spend on insurance,,Don't trust any insurance companies,,Don't think insurance will help me,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know,,,,,Yes,,,,,,I don't know,,In livestock,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9081,6,1,,,Every day,,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,,,No,Yes,,No,No,,No,,,No,No,No,No,No,No,No,No,From VIP (Village Insurance Promoter hired by Equity/APA),,,,,No,,,,,,,,,Don't have money to spend on insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every 6 months,,,,,Yes,,,,,,APA insurance,,In livestock,,,,,,,,,,,,None of the above,Any livestock death at the end of the dry season,No,No,No,No,No,Yes,No,,,,New one with compensation in February and August,,,,,,,,,,,,,,,,,No,,,,No,,,No,No,No,No,No,No,No,No,No,That it is not given free to anyone but is made available to all who want it at a fee,The poorest pastoralists who have lost all their livestock
9081,7,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good and relevant: It can be helpful to pastoralists like me,No,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No: There are not payouts during drought,Insurance product,,Livestock,Risk of severe forage scarcity related to drought,,I don't know,,,,,,No,Amount of forage (or greenness),,Whenever there is forage scarcity,,,,,,"Forage in a given area around the community [an index area (e.g., Laisamis, Mt. ",,Good and relevant: It can be helpful to pastoralists like me,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9082,1,,Yes,Yes,Never,Have not heard of Equity,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9082,2,,,,Never,Have not heard of Equity,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,Yes,At community barazza,,Yes,.a,.a,,,,,,,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,,,,,,,,,,,,,From VIP (Village Insurance Promoter hired by Equity/APA),No,,,,,,,,No,,,,,Did not understand insurance well enough to buy it,,Waiting to see what happens to the people who bought the insurance,,Don't think insurance will help me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know,At the end of each DRY season when forage conditions are WORSE than normal,Predicted number of livestock lost due to poor forage condition averaged over the normal grazing areas of your community,98,20000,Yes,,,,,,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9082,3,0,,,Never,Have heard of Equity but never used their service: no access,Yes,Yes,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,Yes,"From relatives, friends, or neighbors",,Yes,,,,,,,,,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,,No,No,,,,,,,,,,"From neighbors, friends, and relatives in informal conversation",Yes,40%,No,,,,,,No,,No,,,Did not have an opportunity to buy it,,Don't have money to spend on insurance,,Don't have enough animals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every 6 months,At the end of each DRY season when forage conditions are WORSE than normal,,.a,,Yes,,,,,,ILRI,,Either cash or livestock depending on your (the client) preference.,Predicted number of livestock lost due to poor forage condition closed to your home base camp,,,,,100 cows,,,,,,,,,,,,,,,,,,,Yes,,,,,,,1,0,8,,,,35000,21000,3000,,,,,,,,,,,,,,,,,,
9082,4,0,,,Never,,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,Yes,"From relatives, friends, or neighbors",,Yes,3500,2,,,,,,,Yes,Yes,No,No,,,No,No,No,No,No,,No,,No,,,,,,,,,"From neighbors, friends, and relatives in informal conversation",,,,,,,,,,No,No,,,Don't have enough animals,,Did not understand insurance well enough to buy it,,Don't have money to spend on insurance,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every 2 years,Anytime animals are lost causing the household to suffer,,15000,,No,,,,,,ILRI,,In livestock,The number of livestock you have lost,,,,,100 cows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9082,5,0,,,Never,,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,,,No,Yes,No,No,No,,No,,No,No,Yes,,,,,,,From VIP (Village Insurance Promoter hired by Equity/APA),No,,Yes,80%,No,,,,No,,No,,,Don't have money to spend on insurance,,Don't think insurance will help me,,Don't have enough animals,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know,,,,,Yes,,,,,,I don't know,,In cash,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9082,6,1,,,Every day,,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,,,No,Yes,,No,No,,No,,,No,Yes,No,No,No,No,No,No,From VIP (Village Insurance Promoter hired by Equity/APA),,,,,No,,,,,,,,,Afraid of uncertainty in insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know,,,,,No,,,,,,I don't know,,Either cash or livestock depending on your (the client) preference.,,,,,,,,,,,,None of the above,None of the above,No,No,No,No,No,Yes,No,,,,New one with compensation in February and August,,,,,,,,,,,,,,,,,Yes,No,,No difference,No,,,No,No,No,No,No,No,No,No,Yes,That the livestock insurance is only given freely to a selected group of targeted individuals,The poorest pastoralists who have lost all their livestock
9082,7,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good and relevant: It can be helpful to pastoralists like me,No,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes: It paid out when there was a drought and in time to help our household duri,Insurance product,,Livestock,Risk of any loss of livestock,,I don't know,,,,,,No,Number of livestock losses,,I don't know,,,,,,The number of livestock the client has lost,,Good and relevant: It can be helpful to pastoralists like me,Acceptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9083,1,,No,No,Never,Have heard of Equity but never used their service: do not trust,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9083,2,,,,Once a year,Have not heard of Equity,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,Yes,"From relatives, friends, or neighbors",,Yes,.a,.a,,,,,,,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,,,,,,,,,,,,,From VIP (Village Insurance Promoter hired by Equity/APA),No,,,,,,,,No,,,,,Did not understand insurance well enough to buy it,,Waiting to see what happens to the people who bought the insurance,,Don't think insurance will help me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know,At the end of each DRY season when forage conditions are WORSE than normal,I don't know,98,20000,Yes,,,,,,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9083,3,0,,,Once a month,Have heard of Equity but never used their service: no access,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,Yes,From an NGO staff,,Yes,,,,,,,,,Yes,No,No,No,Yes,Yes,No,No,No,No,No,,No,No,,,,,,,,,,Survey conducted by ILRI,No,,No,,,,,,No,,No,,,Did not understand insurance well enough to buy it,,Waiting to see what happens to the people who bought the insurance,,Don't have money to spend on insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every 6 months,Anytime animals are lost causing the household to suffer,,.a,,Yes,,,,,,ILRI,,In cash,Predicted number of livestock lost due to poor forage condition averaged over the normal grazing areas of your community,,,,,I don't know,,,,,,,,,,,,,,,,,,,Yes,,,,,,,10,0,20,5,0,20,35000,20000,3000,,,,,,,,,,,,,,,,,,
9083,4,0,,,Once a month,,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,Yes,"From relatives, friends, or neighbors",,Yes,3500,2,,,,,,,Yes,Yes,No,Yes,,,No,Yes,No,No,No,,No,,No,,,,,,,,,At a barazza,,,,,,,,,,No,No,,,Don't have money to spend on insurance,,Did not understand insurance well enough to buy it,,Waiting to see what happens to the people who bought the insurance,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every 2 years,Anytime animals are lost causing the household to suffer,,15000,,Yes,,,,,,ILRI,,In livestock,The number of livestock you have lost,,,,,100 cows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9083,5,0,,,Every day,,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,,,No,No,Yes,No,No,,No,,No,No,Yes,,,,,,,ILRI researchers,Yes,I don't know,Yes,80%,Yes,2,,,No,,No,I did not benefit the first time,,Don't have money to spend on insurance,,Did not understand insurance well enough to buy it,,Don't think insurance will help me,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every 6 months,,,,,Yes,,,,,,Equity Bank,,In livestock,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9083,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9084,1,,No,No,Never,Have not heard of Equity,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9084,2,,,,Never,Have not heard of Equity,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,Yes,"From relatives, friends, or neighbors",,Yes,.a,.a,,,,,,,Yes,Yes,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,From VIP (Village Insurance Promoter hired by Equity/APA),No,,,,,,,,No,,,,,Did not understand insurance well enough to buy it,,Don't think insurance will help me,,Discouraged by someone in the community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know,At the end of each DRY season when forage conditions are WORSE than normal,The number of livestock you have lost,98,.a,Yes,,,,,,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9084,3,0,,,Never,Have not heard of Equity,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,Yes,From an NGO staff,,Yes,,,,,,,,,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,,No,No,,,,,,,,,,From VIP (Village Insurance Promoter hired by Equity/APA),No,,No,,,,,,No,,No,,,Waiting to see what happens to the people who bought the insurance,,Discouraged by someone in the community,,Don't think insurance will help me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know,At the end of each DRY season,,10000,,Yes,,,,,,I don't know,,In livestock,Predicted number of livestock lost due to poor forage condition closed to your home base camp,,,,,I don't know,,,,,,,,,,,,,,,,,,,Yes,,,,,,,1,1,3,0,0,3,28000,20000,2800,,,,,,,,,,,,,,,,,,
9084,4,0,,,Never,,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,Yes,At community barazza,,Yes,3500,2,,,,,,,Yes,Yes,No,Yes,,,No,No,No,No,No,,No,,No,,,,,,,,,At a barazza,,,,,,,,,,No,No,,,Don't have money to spend on insurance,,Did not understand insurance well enough to buy it,,Did not have an opportunity to buy it,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every 2 years,Anytime animals are lost causing the household to suffer,,15000,,Yes,,,,,,I don't know,,Either cash or livestock depending on your (the client) preference.,Predicted number of livestock lost due to poor forage condition averaged over the normal grazing areas of your community,,,,,85 cows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9084,5,0,,,Once a week,,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,,,No,Yes,No,No,No,,No,,No,No,Yes,,,,,,,ILRI researchers,No,,No,,No,,,,No,,No,,,Don't think insurance will help me,,Don't trust any insurance companies,,Did not understand insurance well enough to buy it,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know,,,,,Yes,,,,,,I don't know,,Either cash or livestock depending on your (the client) preference.,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9084,7,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good and relevant: It can be helpful to pastoralists like me,No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acceptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9085,1,,No,No,Never,Have not heard of Equity,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9085,2,,,,Never,Have not heard of Equity,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,Yes,At community barazza,,Yes,.a,.a,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9085,3,0,,,Never,Have heard of Equity but never used their service: do not trust,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,Yes,From an NGO staff,,Yes,,,,,,,,,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,,No,No,,,,,,,,,,Survey conducted by ILRI,Yes,60%,No,,,,,,No,,No,,,Waiting to see what happens to the people who bought the insurance,,Discouraged by someone in the community,,Don't trust any insurance companies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every year,At the end of each DRY season when forage conditions are WORSE than normal,,10000,,Yes,,,,,,ILRI,,In cash,Predicted number of livestock lost due to poor forage condition closed to your home base camp,,,,,85 cows,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,20000,15000,3000,,,,,,,,,,,,,,,,,,
