hhid,round,comment,CSID,CSID_r7,s15q45a,s15q45b,s15q45c,s15q46Ia,s15q46Ib,s15q46Ic,s15q51Ia,s15q51Ib,s15q51Ic,s15q46Ua,s15q46Ub,s15q46Uc,s15q51Ua,s15q51Ub,s15q51Uc,klip_payouts_change_coping,ibli_payouts_change_coping
6104,7,,,Rely more on others,,,,,,,,,,,,,,,,,
6104,7,,,Rely less on others,,,,,,,,,,,,,,,,,
6104,7,,,Keep children in school,,,,,,,,,,,,,,,,,
6104,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
6104,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
6104,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
6104,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
6104,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
6104,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
6104,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
6104,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
6104,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
6104,7,,,Other,,,,,,,,,,,,,,,,,
6105,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,2,,Yes,3,,,
6105,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
6105,3,0,Rely on assistance from others,,Yes,3,,,,,,,,Yes,3,,Yes,2,,,
6105,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
6105,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
6105,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
6105,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
6105,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
6105,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
6105,7,,,No change,,,,,,,,,,,,,,,,,
6105,7,,,Migrate further,,,,,,,,,,,,,,,,,
6105,7,,,Migrate less,,,,,,,,,,,,,,,,,
6105,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
6105,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
6105,7,,,Rely more on others,,,,,,,,,,,,,,,,,
6105,7,,,Rely less on others,,,,,,,,,,,,,,,,,
6105,7,,,Keep children in school,,,,,,,,,,,,,,,,,
6105,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
6105,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
6105,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
6105,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
6105,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
6105,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
6105,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
6105,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
6105,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
6105,7,,,Other,,,,,,,,,,,,,,,,,
6107,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
6107,3,0,Rely more on food aid,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
6107,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
6107,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
6107,3,0,Sell livestock,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
6107,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
6107,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
6107,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
6107,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
6107,7,,,No change,,,,,,,,,,,,,,,,,
6107,7,,,Migrate further,,,,,,,,,,,,,,,,,
6107,7,,,Migrate less,,,,,,,,,,,,,,,,,
6107,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
6107,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
6107,7,,,Rely more on others,,,,,,,,,,,,,,,,,
6107,7,,,Rely less on others,,,,,,,,,,,,,,,,,
6107,7,,,Keep children in school,,,,,,,,,,,,,,,,,
6107,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
6107,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
6107,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
6107,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
6107,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
6107,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
6107,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
6107,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
6107,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
6107,7,,,Other,,,,,,,,,,,,,,,,,
6108,3,0,Reduce the number of meals eaten each day,,Yes,3,,,,,,,,Yes,3,,Yes,2,,,
6108,3,0,Rely more on food aid,,No,,,,,,,,,Yes,1,,Yes,3,,,
6108,3,0,Rely on assistance from others,,Yes,1,,,,,,,,No,,,No,,,,
6108,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,Yes,2,,Yes,1,,,
6108,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
6108,3,0,Increase non-livestock activities like petty trade,,Yes,2,,,,,,,,No,,,No,,,,
6108,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,Yes,4,,No,,,,
6108,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
6108,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
6108,7,,,No change,,,,,,,,,,,,,,,,,
6108,7,,,Migrate further,,,,,,,,,,,,,,,,,
6108,7,,,Migrate less,,,,,,,,,,,,,,,,,
6108,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
6108,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
6108,7,,,Rely more on others,,,,,,,,,,,,,,,,,
6108,7,,,Rely less on others,,,,,,,,,,,,,,,,,
6108,7,,,Keep children in school,,,,,,,,,,,,,,,,,
6108,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
6108,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
6108,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
6108,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
6108,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
6108,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
6108,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
6108,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
6108,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
6108,7,,,Other,,,,,,,,,,,,,,,,,
6109,3,0,Reduce the number of meals eaten each day,,Yes,1,,,,,,,,Yes,2,,Yes,2,,,
6109,3,0,Rely more on food aid,,Yes,2,,,,,,,,Yes,1,,Yes,1,,,
6109,3,0,Rely on assistance from others,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
6109,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
6109,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
6109,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
6109,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
6109,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
6109,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
6109,7,,,No change,,,,,,,,,,,,,,,,,
6109,7,,,Migrate further,,,,,,,,,,,,,,,,,
6109,7,,,Migrate less,,,,,,,,,,,,,,,,,
6109,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
6109,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
6109,7,,,Rely more on others,,,,,,,,,,,,,,,,,
6109,7,,,Rely less on others,,,,,,,,,,,,,,,,,
6109,7,,,Keep children in school,,,,,,,,,,,,,,,,,
6109,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
6109,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
6109,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
6109,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
6109,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
6109,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
6109,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
6109,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
6109,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
6109,7,,,Other,,,,,,,,,,,,,,,,,
6112,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,No,,,No,,,,
6112,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
6112,3,0,Rely on assistance from others,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
6112,3,0,"Pull children otherwise in school, out of school",,Yes,3,,,,,,,,No,,,No,,,,
6112,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
6112,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,Yes,3,,Yes,3,,,
6112,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
6112,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
6112,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
6112,7,,,No change,,,,,,,,,,,,,,,,,
6112,7,,,Migrate further,,,,,,,,,,,,,,,,,
6112,7,,,Migrate less,,,,,,,,,,,,,,,,,
6112,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
6112,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
6112,7,,,Rely more on others,,,,,,,,,,,,,,,,,
6112,7,,,Rely less on others,,,,,,,,,,,,,,,,,
6112,7,,,Keep children in school,,,,,,,,,,,,,,,,,
6112,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
6112,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
6112,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
6112,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
6112,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
6112,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
6112,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
6112,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
6112,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
6112,7,,,Other,,,,,,,,,,,,,,,,,
6113,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
6113,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
6113,3,0,Rely on assistance from others,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
6113,3,0,"Pull children otherwise in school, out of school",,Yes,4,,,,,,,,No,,,No,,,,
6113,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
6113,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
6113,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
6113,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
6113,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
6113,7,,,No change,,,,,,,,,,,,,,,,,
6113,7,,,Migrate further,,,,,,,,,,,,,,,,,
6113,7,,,Migrate less,,,,,,,,,,,,,,,,,
6113,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
6113,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
6113,7,,,Rely more on others,,,,,,,,,,,,,,,,,
6113,7,,,Rely less on others,,,,,,,,,,,,,,,,,
6113,7,,,Keep children in school,,,,,,,,,,,,,,,,,
6113,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
6113,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
6113,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
6113,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
6113,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
6113,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
6113,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
6113,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
6113,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
6113,7,,,Other,,,,,,,,,,,,,,,,,
6114,3,0,Reduce the number of meals eaten each day,,Yes,1,,,,,,,,Yes,2,,Yes,2,,,
6114,3,0,Rely more on food aid,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
6114,3,0,Rely on assistance from others,,Yes,2,,,,,,,,No,,,No,,,,
6114,3,0,"Pull children otherwise in school, out of school",,Yes,4,,,,,,,,No,,,Yes,1,,,
6114,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
6114,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,Yes,1,,Yes,4,,,
6114,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,Yes,4,,No,,,,
6114,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
6114,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
6114,7,,,No change,,,,,,,,,,,,,,,,,
6114,7,,,Migrate further,,,,,,,,,,,,,,,,,
6114,7,,,Migrate less,,,,,,,,,,,,,,,,,
6114,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
6114,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
6114,7,,,Rely more on others,,,,,,,,,,,,,,,,,
6114,7,,,Rely less on others,,,,,,,,,,,,,,,,,
6114,7,,,Keep children in school,,,,,,,,,,,,,,,,,
6114,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
6114,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
6114,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
6114,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
6114,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
6114,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
6114,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
6114,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
6114,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
6114,7,,,Other,,,,,,,,,,,,,,,,,
6115,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,3,,Yes,1,,,
6115,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,2,,Yes,3,,,
6115,3,0,Rely on assistance from others,,No,,,,,,,,,Yes,1,,Yes,2,,,
6115,3,0,"Pull children otherwise in school, out of school",,Yes,4,,,,,,,,Yes,4,,No,,,,
6115,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
6115,3,0,Increase non-livestock activities like petty trade,,Yes,5,,,,,,,,No,,,No,,,,
6115,3,0,Send family members to look for work elsewhere,,Yes,3,,,,,,,,No,,,No,,,,
6115,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
6115,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
6115,7,,,No change,,,,,,,,,,,,,,,,,
6115,7,,,Migrate further,,,,,,,,,,,,,,,,,
6115,7,,,Migrate less,,,,,,,,,,,,,,,,,
6115,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
6115,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
6115,7,,,Rely more on others,,,,,,,,,,,,,,,,,
6115,7,,,Rely less on others,,,,,,,,,,,,,,,,,
6115,7,,,Keep children in school,,,,,,,,,,,,,,,,,
6115,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
6115,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
6115,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
6115,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
6115,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
6115,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
6115,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
6115,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
6115,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
6115,7,,,Other,,,,,,,,,,,,,,,,,
6116,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,No,,,No,,,,
6116,3,0,Rely more on food aid,,Yes,3,,,,,,,,No,,,Yes,3,,,
6116,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
6116,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
6116,3,0,Sell livestock,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
6116,3,0,Increase non-livestock activities like petty trade,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
6116,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
6116,3,0,Did not do anything different,,No,,,,,,,,,Yes,3,,No,,,,
6116,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
6116,7,,,No change,,,,,,,,,,,,,,,,,
6116,7,,,Migrate further,,,,,,,,,,,,,,,,,
6116,7,,,Migrate less,,,,,,,,,,,,,,,,,
6116,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
6116,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
6116,7,,,Rely more on others,,,,,,,,,,,,,,,,,
6116,7,,,Rely less on others,,,,,,,,,,,,,,,,,
6116,7,,,Keep children in school,,,,,,,,,,,,,,,,,
6116,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
6116,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
6116,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
6116,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
6116,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
6116,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
6116,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
6116,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
6116,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
6116,7,,,Other,,,,,,,,,,,,,,,,,
6123,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,1,,Yes,1,,,
6123,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,2,,Yes,2,,,
6123,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
6123,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
6123,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
6123,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,Yes,3,,,
6123,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
6123,3,0,Did not do anything different,,Yes,3,,,,,,,,Yes,3,,No,,,,
6123,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
6123,7,,,No change,,,,,,,,,,,,,,,,,
6123,7,,,Migrate further,,,,,,,,,,,,,,,,,
6123,7,,,Migrate less,,,,,,,,,,,,,,,,,
6123,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
6123,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
6123,7,,,Rely more on others,,,,,,,,,,,,,,,,,
6123,7,,,Rely less on others,,,,,,,,,,,,,,,,,
6123,7,,,Keep children in school,,,,,,,,,,,,,,,,,
6123,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
6123,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
6123,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
6123,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
6123,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
6123,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
6123,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
6123,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
6123,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
6123,7,,,Other,,,,,,,,,,,,,,,,,
6124,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,Yes,3,,Yes,3,,,
6124,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,2,,Yes,1,,,
6124,3,0,Rely on assistance from others,,Yes,2,,,,,,,,Yes,1,,Yes,2,,,
6124,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
6124,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
6124,3,0,Increase non-livestock activities like petty trade,,Yes,3,,,,,,,,No,,,No,,,,
6124,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
6124,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
6124,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
6124,7,,,No change,,,,,,,,,,,,,,,,,
6124,7,,,Migrate further,,,,,,,,,,,,,,,,,
6124,7,,,Migrate less,,,,,,,,,,,,,,,,,
6124,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
6124,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
6124,7,,,Rely more on others,,,,,,,,,,,,,,,,,
6124,7,,,Rely less on others,,,,,,,,,,,,,,,,,
6124,7,,,Keep children in school,,,,,,,,,,,,,,,,,
6124,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
6124,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
6124,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
6124,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
6124,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
6124,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
6124,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
6124,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
6124,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
6124,7,,,Other,,,,,,,,,,,,,,,,,
7002,3,0,Reduce the number of meals eaten each day,,No,,,No,,,Yes,1,,,,,,,,,
7002,3,0,Rely more on food aid,,Yes,1,,Yes,2,,Yes,2,,,,,,,,,
7002,3,0,Rely on assistance from others,,No,,,No,,,No,,,,,,,,,,
7002,3,0,"Pull children otherwise in school, out of school",,No,,,No,,,No,,,,,,,,,,
7002,3,0,Sell livestock,,No,,,No,,,No,,,,,,,,,,
7002,3,0,Increase non-livestock activities like petty trade,,No,,,No,,,No,,,,,,,,,,
7002,3,0,Send family members to look for work elsewhere,,No,,,No,,,Yes,3,,,,,,,,,
7002,3,0,Did not do anything different,,Yes,3,,Yes,3,,No,,,,,,,,,,
7002,3,0,Other (Specify if other),,Yes,2,Casual work,Yes,1,Casual work,No,,,,,,,,,,
7002,7,,,No change,,,,,,,,,,,,,,,,,
7002,7,,,Migrate further,,,,,,,,,,,,,,,,,
7002,7,,,Migrate less,,,,,,,,,,,,,,,,,
7002,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
7002,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
7002,7,,,Rely more on others,,,,,,,,,,,,,,,,,
7002,7,,,Rely less on others,,,,,,,,,,,,,,,,,
7002,7,,,Keep children in school,,,,,,,,,,,,,,,,,
7002,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
7002,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
7002,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
7002,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
7002,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
7002,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
7002,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
7002,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
7002,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
7002,7,,,Other,,,,,,,,,,,,,,,,,
7003,3,0,Reduce the number of meals eaten each day,,Yes,2,,Yes,1,,Yes,2,,,,,,,,,
7003,3,0,Rely more on food aid,,Yes,1,,Yes,2,,Yes,1,,,,,,,,,
7003,3,0,Rely on assistance from others,,Yes,3,,Yes,3,,Yes,3,,,,,,,,,
7003,3,0,"Pull children otherwise in school, out of school",,No,,,No,,,No,,,,,,,,,,
7003,3,0,Sell livestock,,No,,,No,,,No,,,,,,,,,,
7003,3,0,Increase non-livestock activities like petty trade,,No,,,No,,,No,,,,,,,,,,
7003,3,0,Send family members to look for work elsewhere,,No,,,No,,,No,,,,,,,,,,
7003,3,0,Did not do anything different,,No,,,No,,,No,,,,,,,,,,
7003,3,0,Other (Specify if other),,No,,,No,,,No,,,,,,,,,,
7003,7,,,No change,,,,,,,,,,,,,,,,,
7003,7,,,Migrate further,,,,,,,,,,,,,,,,,
7003,7,,,Migrate less,,,,,,,,,,,,,,,,,
7003,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
7003,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
7003,7,,,Rely more on others,,,,,,,,,,,,,,,,,
7003,7,,,Rely less on others,,,,,,,,,,,,,,,,,
7003,7,,,Keep children in school,,,,,,,,,,,,,,,,,
7003,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
7003,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
7003,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
7003,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
7003,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
7003,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
7003,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
7003,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
7003,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
7003,7,,,Other,,,,,,,,,,,,,,,,,
7004,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,No,,,No,,,,
7004,3,0,Rely more on food aid,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
7004,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
7004,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
7004,3,0,Sell livestock,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
7004,3,0,Increase non-livestock activities like petty trade,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
7004,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
7004,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
7004,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
7004,7,,,No change,,,,,,,,,,,,,,,,,
7004,7,,,Migrate further,,,,,,,,,,,,,,,,,
7004,7,,,Migrate less,,,,,,,,,,,,,,,,,
7004,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
7004,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
7004,7,,,Rely more on others,,,,,,,,,,,,,,,,,
7004,7,,,Rely less on others,,,,,,,,,,,,,,,,,
7004,7,,,Keep children in school,,,,,,,,,,,,,,,,,
7004,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
7004,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
7004,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
7004,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
7004,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
7004,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
7004,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
7004,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
7004,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
7004,7,,,Other,,,,,,,,,,,,,,,,,
