hhid,round,memberid,comment,skip_s3_new,skip_s3_old,hv_s3q24,s3q1,s3q2,s3q3,s3q3b,s3q4,s3q5,s3q6,s3q6b,s3q7,s3q7a,s3q7b,s3q8,s3q8b,s3q9a,s3q9b,s3q10,s3q11,s3q12,s3q12b,s3q13,s3q14,s3q14a,s3q14a1,s3q14b,s3q15,s3q16,s3q17,s3q17b,s3q18,s3q19,s3q19b,s3q20,s3q21,s3q22,s3q22b,s3q23,s3q24
7009,4,5,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
7009,4,6,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,yes,Government,,yes,no,,,,yes
7009,4,21,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7009,5,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
7009,5,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
7009,5,3,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,no,yes,school closed temporarily,,22,yes
7009,5,4,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,no,yes,school closed temporarily,,22,yes
7009,5,5,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,yes,school closed temporarily,,22,yes
7009,5,6,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,no
7009,5,21,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7009,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Degree,no,,,,no,,.,,,,,,
7009,6,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
7009,6,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Form 2,yes,no,,,,Government,.,no,yes,school closed temporarily,,22,
7009,6,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Form 1,yes,no,,,,Government,.,no,yes,school closed temporarily,,22,
7009,6,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 7,yes,no,,,,Government,.,yes,yes,school closed temporarily,,22,
7009,6,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,Yes,Standard/Grade 3,yes,no,,,,Government,.,yes,yes,school closed temporarily,,22,
7009,6,21,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
7009,7,1,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009,7,2,,,,,,,,,,,Diploma,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009,7,3,,,,,,,,,,,Standard 4,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009,7,4,,,,,,,,,,,Form 4,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009,7,5,,,,,,,,,,,Form 3,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009,7,6,,,,,,,,,,,Standard 7,,Yes,Yes,85500,,,,,,,,,,,,,,,,,,,,,,,,,,
7009,7,7,,,,,,,,,,,Standard 5,,Yes,Yes,4500,,,,,,,,,,,,,,,,,,,,,,,,,,
7010,1,1,,0,,,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7010,1,2,,0,,,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7010,1,3,,0,,,Yes,Yes,,,Private - other,9,Form 4,,No,,,completed,,5,,,,,,,,,,,,,,,,,,,,,,,
7010,1,4,,0,,,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7010,1,5,,0,,,Yes,Yes,,,Government,9,Standard 7,,Yes,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,
7010,1,6,,0,,,Yes,Yes,,,Government,7,Standard 4,,Yes,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,
7010,2,1,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7010,2,2,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7010,2,3,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,no,,,,no,,,,,,,,
7010,2,4,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7010,2,5,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,no,no,,,,
7010,2,6,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,no,no,,,,
7010,3,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7010,3,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7010,3,3,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
7010,3,4,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,no
7010,3,5,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
7010,3,6,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
7010,4,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7010,4,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7010,4,3,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
7010,4,4,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7010,4,5,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Private - church/mosque,,yes,no,,,,yes
7010,4,6,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
7010,5,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7010,5,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7010,5,3,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
7010,5,4,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7010,5,5,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,yes,school closed temporarily,,22,yes
7010,5,6,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,yes,school closed temporarily,,22,yes
7010,7,1,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7010,7,2,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7010,7,3,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7010,7,4,,,,,,,,,,,Degree,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
7010,7,5,,,,,,,,,,,Degree,,Yes,Yes,80000,,,,,,,,,,,,,,,,,,,,,,,,,,
7010,7,6,,,,,,,,,,,Form 4,,No,Yes,50000,,,,,,,,,,,,,,,,,,,,,,,,,,
7010,7,7,,,,,,,,,,,Standard 6,,Yes,Yes,4500,,,,,,,,,,,,,,,,,,,,,,,,,,
7010,7,8,,,,,,,,,,,Standard 6,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011,1,1,,0,,,Yes,Yes,,,Government,8,Standard 8,,No,,,completed,,6,,,,,,,,,,,,,,,,,,,,,,,
7011,1,2,,0,,,No,No,working for other household,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011,1,3,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011,2,1,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,no,,,,no,,,,,,,,
7011,2,2,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7011,2,3,,1,1,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7011,3,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7011,3,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7011,3,3,0,1,1,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011,4,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7011,4,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7011,4,3,0,1,1,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011,5,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7011,5,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7011,5,3,0,1,1,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
7011,6,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
7011,6,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,Yes,Standard/Grade 1,yes,yes,school closed temporarily,,,Government,.,yes,yes,school closed temporarily,,22,
7011,6,4,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
7011,7,1,,,,,,,,,,,Standard 5,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011,7,2,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011,7,3,,,,,,,,,,,Standard 4,,Yes,Yes,1400,,,,,,,,,,,,,,,,,,,,,,,,,,
7011,7,4,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7012,1,1,,0,,,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012,1,2,,0,,,No,No,working for other household,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012,2,1,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7012,2,2,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7012,2,21,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012,3,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7012,3,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7012,3,21,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012,4,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7012,4,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7012,4,21,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012,5,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7012,5,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
7012,5,21,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012,5,22,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
7012,6,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
7012,6,21,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
7012,6,22,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
7012,7,1,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012,7,2,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012,7,3,,,,,,,,,,,Standard 4,,Yes,Yes,1500,,,,,,,,,,,,,,,,,,,,,,,,,,
7012,7,4,,,,,,,,,,,Standard 1,,Yes,Yes,1000,,,,,,,,,,,,,,,,,,,,,,,,,,
7012,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7013,1,1,,0,,,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7013,1,2,,0,,,No,No,too young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7013,2,1,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7013,2,2,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7013,2,21,,0,1,,No,No,no school present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7013,3,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7013,3,21,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7013,3,22,0,0,1,unknown,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7013,3,23,0,0,1,unknown,Yes,Yes,,,Government,4,Form 3,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
7013,3,24,0,0,1,unknown,Yes,Yes,,,Government,5,Standard 8,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
7013,3,25,0,0,1,unknown,Yes,Yes,,,Government,5,Standard 5,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
7013,3,26,0,0,1,unknown,No,Yes,,,Government,5,Standard 2,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
7013,3,27,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7013,4,21,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7013,4,22,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7013,4,23,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,no,yes,cannot afford,,12,yes
7013,4,24,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,no,no,,,,yes
7013,4,25,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
7013,4,26,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
7013,4,27,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7013,5,21,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7013,5,22,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7013,5,23,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,no,,,,no,,,,,,,,no
7013,5,24,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,no,yes,school closed temporarily,,22,yes
7013,5,25,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,yes,school closed temporarily,,22,yes
7013,5,26,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,yes,school closed temporarily,,22,yes
7013,5,27,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7013,6,21,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
7013,6,22,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
7013,6,24,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Form 3,yes,no,,,,Government,.,no,no,,,,
7013,6,25,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 7,yes,no,,,,Government,.,yes,no,,,,
7013,6,26,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 3,yes,no,,,,Government,.,yes,yes,teacher absent,,22,
7013,6,27,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 1,yes,no,,,,Government,.,yes,yes,teacher absent,,22,
7013,7,1,,,,,,,,,,,Degree,,Yes,Yes,65000,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,1,1,,0,,,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,1,2,,0,,,Yes,Yes,,,Government,6,Form 1,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
7014,1,3,,0,,,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,1,4,,0,,,Yes,Yes,,,Government,6,Standard 4,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
7014,1,5,,0,,,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,1,6,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,1,7,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,2,1,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7014,2,2,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,no,no,,,,
7014,2,3,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7014,2,4,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,no,yes,illness of [Name],,10,
7014,2,5,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7014,3,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7014,3,2,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
7014,3,3,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7014,3,4,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
7014,3,5,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,yes,Government,,yes,no,,,,no
7014,3,6,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,yes,Government,,yes,no,,,,
7014,3,7,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,3,8,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,4,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7014,4,2,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
7014,4,3,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7014,4,4,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
7014,4,5,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,yes,Government,,yes,no,,,,yes
7014,4,6,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,no,,,,yes,no,,,,Nursery,,yes,no,,,,
7014,4,7,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,4,8,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,5,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7014,5,2,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,yes,completed,,no,,,,,,,,yes
7014,5,3,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7014,5,4,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,yes,school closed temporarily,,22,yes
7014,5,5,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,yes,no,,,,Government,,yes,yes,school closed temporarily,,22,no
7014,5,6,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,yes,Government,,yes,yes,school closed temporarily,,22,
7014,5,7,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,5,8,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
7014,6,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Form 4,no,,,,no,,.,,,,,,
7014,6,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
7014,6,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 7,yes,no,,,,Government,.,yes,yes,school closed temporarily,,21,
7014,6,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,Yes,Standard/Grade 3,yes,no,,,,Government,.,yes,yes,school closed temporarily,,21,
7014,6,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,Yes,Standard/Grade 2,yes,no,,,,Government,.,yes,yes,school closed temporarily,,21,
7014,6,7,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,Yes,Standard/Grade 1,no,,,,yes,Government,.,yes,yes,school closed temporarily,,21,
7014,6,8,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
7014,7,1,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,7,2,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,7,3,,,,,,,,,,,Degree,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,7,4,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,7,5,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,7,6,,,,,,,,,,,Standard 5,,Yes,Yes,1600,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,7,7,,,,,,,,,,,Standard 3,,Yes,Yes,1400,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,7,8,,,,,,,,,,,Standard 2,,Yes,Yes,700,,,,,,,,,,,,,,,,,,,,,,,,,,
7015,1,1,,0,,,No,No,cannot afford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7015,1,2,,0,,,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7015,1,3,,0,,,Yes,Yes,,,Government,11,Standard 7,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
7015,1,4,,0,,,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7015,1,5,,0,,,Yes,Yes,,,Government,6,Standard 6,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
7015,1,6,,0,,,Yes,Yes,,,Government,8,Standard 5,,Yes,,,,,,,Yes,Yes,illness of [Name],,63,,,,,,,,,,,,,,,,,
7015,1,7,,0,,,Yes,Yes,,,Government,4,Standard 4,,Yes,,,,,,,Yes,Yes,illness of [Name],,5,,,,,,,,,,,,,,,,,
7015,1,8,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7015,1,9,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7015,2,1,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7015,2,2,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7015,2,3,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,no,yes,illness of [Name],,32,
7015,2,4,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,no,no,,,,
7015,2,5,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
7015,2,6,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,no,no,,,,
7015,2,7,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,no,no,,,,
7015,3,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7015,3,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
7015,3,3,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
7015,3,4,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,no,,,,no,,,,,,,,no
7015,3,5,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,no
7015,3,6,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
7015,3,7,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
7015,3,8,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7015,3,9,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7015,4,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
