hhid,round,comment,Ind_ID,Ind_ID_r7,s15q47c,s15q47g,s15q47h,s15q47i,s15q47k,Ind_ID_r7a,s15q47l,Ind_ID_r7b,s15q53aI,s15q53bI,s15q53b2,s15q53cU,s15q53c2
9102,6,0,Other (specify if other),,,,,,,,,,,,,,
9105,6,0,Purchase food,,,,,,,,,,,,,,
9105,6,0,Education costs,,,,,,,,,,,,,,
9105,6,0,Purchase livestock,,,,,,,,,,,,,,
9105,6,0,Production or operating costs,,,,,,,,,,,,,,
9105,6,0,Health care expenses,,,,,,,,,,,,,,
9105,6,0,Social obligations,,,,,,,,,,,,,,
9105,6,0,Save,,,,,,,,,,,,,,
9105,6,0,Share with others,,,,,,,,,,,,,,
9105,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9105,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9105,6,0,Other (specify if other),,,,,,,,,,,,,,
9108,3,0,Purchase food,,,,,,,,,,0,1400,,,
9108,3,0,Education costs,,,,,,,,,,0,700,,,
9108,3,0,Purchase livestock,,,,,,,,,,0,0,,,
9108,3,0,Production or operating costs,,,,,,,,,,0,0,,,
9108,3,0,Health care expenses,,,,,,,,,,0,0,,,
9108,3,0,Social obligations,,,,,,,,,,0,0,,,
9108,3,0,Save,,,,,,,,,,0,0,,,
9108,3,0,Share with others,,,,,,,,,,0,0,,,
9108,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,0,600,,,
9108,3,0,Other (specify if other),,,,,,,,,,0,0,,,
9108,4,0,Purchase food,,160,,,,,,,,,,,,
9108,4,0,Education costs,,0,,,,,,,,,,,,
9108,4,0,Purchase livestock,,0,,,,,,,,,,,,
9108,4,0,Production or operating costs,,0,,,,,,,,,,,,
9108,4,0,Health care expenses,,0,,,,,,,,,,,,
9108,4,0,Social obligations,,0,,,,,,,,,,,,
9108,4,0,Save,,0,,,,,,,,,,,,
9108,4,0,Share with others,,0,,,,,,,,,,,,
9108,4,0,Purchase Livestock Insurance (IBLI),,100,,,,,,,,,,,,
9108,4,0,Other (specify if other),,0,,,,,,,,,,,,
9108,6,0,Purchase food,,,,,,,,,,,,,,
9108,6,0,Education costs,,,,,,,,,,,,,,
9108,6,0,Purchase livestock,,,,,,,,,,,,,,
9108,6,0,Production or operating costs,,,,,,,,,,,,,,
9108,6,0,Health care expenses,,,,,,,,,,,,,,
9108,6,0,Social obligations,,,,,,,,,,,,,,
9108,6,0,Save,,,,,,,,,,,,,,
9108,6,0,Share with others,,,,,,,,,,,,,,
9108,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9108,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9108,6,0,Other (specify if other),,,,,,,,,,,,,,
9109,6,0,Purchase food,,,,,,,,,,,,,,
9109,6,0,Education costs,,,,,,,,,,,,,,
9109,6,0,Purchase livestock,,,,,,,,,,,,,,
9109,6,0,Production or operating costs,,,,,,,,,,,,,,
9109,6,0,Health care expenses,,,,,,,,,,,,,,
9109,6,0,Social obligations,,,,,,,,,,,,,,
9109,6,0,Save,,,,,,,,,,,,,,
9109,6,0,Share with others,,,,,,,,,,,,,,
9109,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9109,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9109,6,0,Other (specify if other),,,,,,,,,,,,,,
9110,6,0,Purchase food,,,,,,,,,,,,,,
9110,6,0,Education costs,,,,,,,,,,,,,,
9110,6,0,Purchase livestock,,,,,,,,,,,,,,
9110,6,0,Production or operating costs,,,,,,,,,,,,,,
9110,6,0,Health care expenses,,,,,,,,,,,,,,
9110,6,0,Social obligations,,,,,,,,,,,,,,
9110,6,0,Save,,,,,,,,,,,,,,
9110,6,0,Share with others,,,,,,,,,,,,,,
9110,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9110,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9110,6,0,Other (specify if other),,,,,,,,,,,,,,
9111,6,0,Purchase food,,,,,,,,,,,,,,
9111,6,0,Education costs,,,,,,,,,,,,,,
9111,6,0,Purchase livestock,,,,,,,,,,,,,,
9111,6,0,Production or operating costs,,,,,,,,,,,,,,
9111,6,0,Health care expenses,,,,,,,,,,,,,,
9111,6,0,Social obligations,,,,,,,,,,,,,,
9111,6,0,Save,,,,,,,,,,,,,,
9111,6,0,Share with others,,,,,,,,,,,,,,
9111,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9111,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9111,6,0,Other (specify if other),,,,,,,,,,,,,,
9115,6,0,Purchase food,,,,,,,,,,,,,,
9115,6,0,Education costs,,,,,,,,,,,,,,
9115,6,0,Purchase livestock,,,,,,,,,,,,,,
9115,6,0,Production or operating costs,,,,,,,,,,,,,,
9115,6,0,Health care expenses,,,,,,,,,,,,,,
9115,6,0,Social obligations,,,,,,,,,,,,,,
9115,6,0,Save,,,,,,,,,,,,,,
9115,6,0,Share with others,,,,,,,,,,,,,,
9115,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9115,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9115,6,0,Other (specify if other),,,,,,,,,,,,,,
9117,6,0,Purchase food,,,,,,,,,,,,,,
9117,6,0,Education costs,,,,,,,,,,,,,,
9117,6,0,Purchase livestock,,,,,,,,,,,,,,
9117,6,0,Production or operating costs,,,,,,,,,,,,,,
9117,6,0,Health care expenses,,,,,,,,,,,,,,
9117,6,0,Social obligations,,,,,,,,,,,,,,
9117,6,0,Save,,,,,,,,,,,,,,
9117,6,0,Share with others,,,,,,,,,,,,,,
9117,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9117,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9117,6,0,Other (specify if other),,,,,,,,,,,,,,
9119,6,0,Purchase food,,,,,,,,,,,,,,
9119,6,0,Education costs,,,,,,,,,,,,,,
9119,6,0,Purchase livestock,,,,,,,,,,,,,,
9119,6,0,Production or operating costs,,,,,,,,,,,,,,
9119,6,0,Health care expenses,,,,,,,,,,,,,,
9119,6,0,Social obligations,,,,,,,,,,,,,,
9119,6,0,Save,,,,,,,,,,,,,,
9119,6,0,Share with others,,,,,,,,,,,,,,
9119,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9119,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9119,6,0,Other (specify if other),,,,,,,,,,,,,,
9120,6,0,Purchase food,,,,,,,,,,,,,,
9120,6,0,Education costs,,,,,,,,,,,,,,
9120,6,0,Purchase livestock,,,,,,,,,,,,,,
9120,6,0,Production or operating costs,,,,,,,,,,,,,,
9120,6,0,Health care expenses,,,,,,,,,,,,,,
9120,6,0,Social obligations,,,,,,,,,,,,,,
9120,6,0,Save,,,,,,,,,,,,,,
9120,6,0,Share with others,,,,,,,,,,,,,,
9120,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9120,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9120,6,0,Other (specify if other),,,,,,,,,,,,,,
9121,6,0,Purchase food,,,,,,,,,,,,,,
9121,6,0,Education costs,,,,,,,,,,,,,,
9121,6,0,Purchase livestock,,,,,,,,,,,,,,
9121,6,0,Production or operating costs,,,,,,,,,,,,,,
9121,6,0,Health care expenses,,,,,,,,,,,,,,
9121,6,0,Social obligations,,,,,,,,,,,,,,
9121,6,0,Save,,,,,,,,,,,,,,
9121,6,0,Share with others,,,,,,,,,,,,,,
9121,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9121,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9121,6,0,Other (specify if other),,,,,,,,,,,,,,
9123,6,0,Purchase food,,,,,,,,,,,,,,
9123,6,0,Education costs,,,,,,,,,,,,,,
9123,6,0,Purchase livestock,,,,,,,,,,,,,,
9123,6,0,Production or operating costs,,,,,,,,,,,,,,
9123,6,0,Health care expenses,,,,,,,,,,,,,,
9123,6,0,Social obligations,,,,,,,,,,,,,,
9123,6,0,Save,,,,,,,,,,,,,,
9123,6,0,Share with others,,,,,,,,,,,,,,
9123,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9123,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9123,6,0,Other (specify if other),,,,,,,,,,,,,,
9125,6,0,Purchase food,,,,,,,,,,,,,,
9125,6,0,Education costs,,,,,,,,,,,,,,
9125,6,0,Purchase livestock,,,,,,,,,,,,,,
9125,6,0,Production or operating costs,,,,,,,,,,,,,,
9125,6,0,Health care expenses,,,,,,,,,,,,,,
9125,6,0,Social obligations,,,,,,,,,,,,,,
9125,6,0,Save,,,,,,,,,,,,,,
9125,6,0,Share with others,,,,,,,,,,,,,,
9125,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9125,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9125,6,0,Other (specify if other),,,,,,,,,,,,,,
9127,6,0,Purchase food,,,,,,,,,,,,,,
9127,6,0,Education costs,,,,,,,,,,,,,,
9127,6,0,Purchase livestock,,,,,,,,,,,,,,
9127,6,0,Production or operating costs,,,,,,,,,,,,,,
9127,6,0,Health care expenses,,,,,,,,,,,,,,
9127,6,0,Social obligations,,,,,,,,,,,,,,
9127,6,0,Save,,,,,,,,,,,,,,
9127,6,0,Share with others,,,,,,,,,,,,,,
9127,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9127,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9127,6,0,Other (specify if other),,,,,,,,,,,,,,
9128,6,0,Purchase food,,,,,,,,,,,,,,
9128,6,0,Education costs,,,,,,,,,,,,,,
9128,6,0,Purchase livestock,,,,,,,,,,,,,,
9128,6,0,Production or operating costs,,,,,,,,,,,,,,
9128,6,0,Health care expenses,,,,,,,,,,,,,,
9128,6,0,Social obligations,,,,,,,,,,,,,,
9128,6,0,Save,,,,,,,,,,,,,,
9128,6,0,Share with others,,,,,,,,,,,,,,
9128,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9128,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9128,6,0,Other (specify if other),,,,,,,,,,,,,,
9129,6,0,Purchase food,,,,,,,,,,,,,,
9129,6,0,Education costs,,,,,,,,,,,,,,
9129,6,0,Purchase livestock,,,,,,,,,,,,,,
9129,6,0,Production or operating costs,,,,,,,,,,,,,,
9129,6,0,Health care expenses,,,,,,,,,,,,,,
9129,6,0,Social obligations,,,,,,,,,,,,,,
9129,6,0,Save,,,,,,,,,,,,,,
9129,6,0,Share with others,,,,,,,,,,,,,,
9129,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9129,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9129,6,0,Other (specify if other),,,,,,,,,,,,,,
9130,6,0,Purchase food,,,,,,,,,,,,,,
9130,6,0,Education costs,,,,,,,,,,,,,,
9130,6,0,Purchase livestock,,,,,,,,,,,,,,
9130,6,0,Production or operating costs,,,,,,,,,,,,,,
9130,6,0,Health care expenses,,,,,,,,,,,,,,
9130,6,0,Social obligations,,,,,,,,,,,,,,
9130,6,0,Save,,,,,,,,,,,,,,
9130,6,0,Share with others,,,,,,,,,,,,,,
9130,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9130,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9130,6,0,Other (specify if other),,,,,,,,,,,,,,
9131,6,0,Purchase food,,,,,,,,,,,,,,
9131,6,0,Education costs,,,,,,,,,,,,,,
9131,6,0,Purchase livestock,,,,,,,,,,,,,,
9131,6,0,Production or operating costs,,,,,,,,,,,,,,
9131,6,0,Health care expenses,,,,,,,,,,,,,,
9131,6,0,Social obligations,,,,,,,,,,,,,,
9131,6,0,Save,,,,,,,,,,,,,,
9131,6,0,Share with others,,,,,,,,,,,,,,
9131,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9131,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9131,6,0,Other (specify if other),,,,,,,,,,,,,,
9132,6,0,Purchase food,,,,,,,,,,,,,,
9132,6,0,Education costs,,,,,,,,,,,,,,
9132,6,0,Purchase livestock,,,,,,,,,,,,,,
9132,6,0,Production or operating costs,,,,,,,,,,,,,,
9132,6,0,Health care expenses,,,,,,,,,,,,,,
9132,6,0,Social obligations,,,,,,,,,,,,,,
9132,6,0,Save,,,,,,,,,,,,,,
9132,6,0,Share with others,,,,,,,,,,,,,,
9132,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9132,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9132,6,0,Other (specify if other),,,,,,,,,,,,,,
9133,6,0,Purchase food,,,,,,,,,,,,,,
9133,6,0,Education costs,,,,,,,,,,,,,,
9133,6,0,Purchase livestock,,,,,,,,,,,,,,
9133,6,0,Production or operating costs,,,,,,,,,,,,,,
9133,6,0,Health care expenses,,,,,,,,,,,,,,
9133,6,0,Social obligations,,,,,,,,,,,,,,
9133,6,0,Save,,,,,,,,,,,,,,
9133,6,0,Share with others,,,,,,,,,,,,,,
9133,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9133,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9133,6,0,Other (specify if other),,,,,,,,,,,,,,
9134,6,0,Purchase food,,,,,,,,,,,,,,
9134,6,0,Education costs,,,,,,,,,,,,,,
9134,6,0,Purchase livestock,,,,,,,,,,,,,,
9134,6,0,Production or operating costs,,,,,,,,,,,,,,
9134,6,0,Health care expenses,,,,,,,,,,,,,,
9134,6,0,Social obligations,,,,,,,,,,,,,,
9134,6,0,Save,,,,,,,,,,,,,,
9134,6,0,Share with others,,,,,,,,,,,,,,
9134,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9134,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9134,6,0,Other (specify if other),,,,,,,,,,,,,,
9135,6,0,Purchase food,,,,,,,,,,,,,,
9135,6,0,Education costs,,,,,,,,,,,,,,
9135,6,0,Purchase livestock,,,,,,,,,,,,,,
9135,6,0,Production or operating costs,,,,,,,,,,,,,,
9135,6,0,Health care expenses,,,,,,,,,,,,,,
9135,6,0,Social obligations,,,,,,,,,,,,,,
9135,6,0,Save,,,,,,,,,,,,,,
9135,6,0,Share with others,,,,,,,,,,,,,,
9135,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
9135,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
9135,6,0,Other (specify if other),,,,,,,,,,,,,,
9140,6,0,Purchase food,,,,,300,,,,,,,,,
9140,6,0,Education costs,,,,,1000,,,,,,,,,
9140,6,0,Purchase livestock,,,,,0,,,,,,,,,
9140,6,0,Production or operating costs,,,,,0,,,,,,,,,
9140,6,0,Health care expenses,,,,,500,,,,,,,,,
9140,6,0,Social obligations,,,,,0,,,,,,,,,
9140,6,0,Save,,,,,0,,,,,,,,,
9140,6,0,Share with others,,,,,0,,,,,,,,,
9140,6,0,Purchase Livestock Insurance (IBLI),,,,,0,,,,,,,,,
9140,6,0,Purchase fodder for livestock,,,,,0,,,,,,,,,
9140,6,0,Other (specify if other),,,,,0,,,,,,,,,
10001,3,0,Purchase food,,,,,,,,,,,,,1000,
10001,3,0,Education costs,,,,,,,,,,,,,0,
10001,3,0,Purchase livestock,,,,,,,,,,,,,0,
10001,3,0,Production or operating costs,,,,,,,,,,,,,0,
10001,3,0,Health care expenses,,,,,,,,,,,,,1000,
10001,3,0,Social obligations,,,,,,,,,,,,,0,
10001,3,0,Save,,,,,,,,,,,,,500,
10001,3,0,Share with others,,,,,,,,,,,,,0,
10001,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,500,
10001,3,0,Other (specify if other),,,,,,,,,,,,,0,
10001,6,0,Purchase food,,,,,,,,,,,,,,
10001,6,0,Education costs,,,,,,,,,,,,,,
10001,6,0,Purchase livestock,,,,,,,,,,,,,,
10001,6,0,Production or operating costs,,,,,,,,,,,,,,
10001,6,0,Health care expenses,,,,,,,,,,,,,,
10001,6,0,Social obligations,,,,,,,,,,,,,,
10001,6,0,Save,,,,,,,,,,,,,,
10001,6,0,Share with others,,,,,,,,,,,,,,
10001,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
10001,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
10001,6,0,Other (specify if other),,,,,,,,,,,,,,
10002,3,0,Purchase food,,,,,,,,,,,,,1000,
10002,3,0,Education costs,,,,,,,,,,,,,0,
10002,3,0,Purchase livestock,,,,,,,,,,,,,0,
10002,3,0,Production or operating costs,,,,,,,,,,,,,0,
10002,3,0,Health care expenses,,,,,,,,,,,,,0,
10002,3,0,Social obligations,,,,,,,,,,,,,0,
10002,3,0,Save,,,,,,,,,,,,,500,
10002,3,0,Share with others,,,,,,,,,,,,,1000,
10002,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,500,
10002,3,0,Other (specify if other),,,,,,,,,,,,,0,
10002,6,0,Purchase food,,,,,,,,,,,,,,
10002,6,0,Education costs,,,,,,,,,,,,,,
10002,6,0,Purchase livestock,,,,,,,,,,,,,,
10002,6,0,Production or operating costs,,,,,,,,,,,,,,
10002,6,0,Health care expenses,,,,,,,,,,,,,,
10002,6,0,Social obligations,,,,,,,,,,,,,,
10002,6,0,Save,,,,,,,,,,,,,,
10002,6,0,Share with others,,,,,,,,,,,,,,
10002,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
10002,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
10002,6,0,Other (specify if other),,,,,,,,,,,,,,
10002,7,,,Other (specify),,,,,,,No,,,,,,
10002,7,,,Food for humans,,,,,,,Yes,,,,,,
10002,7,,,Water for humans,,,,,,,No,,,,,,
10002,7,,,Health services for humans,,,,,,,Yes,,,,,,
10002,7,,,Education/school fees,,,,,,,No,,,,,,
10002,7,,,Pay back debt,,,,,,,No,,,,,,
10002,7,,,Save,,,,,,,No,,,,,,
10002,7,,,Livestock purchases,,,,,,,No,,,,,,
10002,7,,,Livestock inputs: water,,,,,,,No,,,,,,
10002,7,,,Livestock inputs: forrage or fodder,,,,,,,No,,,,,,
10002,7,,,Livestock inputs: Vaccinate / vetrinary services,,,,,,,Yes,,,,,,
10002,7,,,Hiring labor for herding,,,,,,,No,,,,,,
10002,7,,,Livestock trucking\trekking\transportation,,,,,,,No,,,,,,
10002,7,,,Gave to others/ share,,,,,,,No,,,,,,
10002,7,,,"Ceremonies (e.g., weddings, funerals, religious events)",,,,,,,No,,,,,,
10003,3,0,Purchase food,,,,,,,,,,,,,1200,
10003,3,0,Education costs,,,,,,,,,,,,,200,
10003,3,0,Purchase livestock,,,,,,,,,,,,,0,
10003,3,0,Production or operating costs,,,,,,,,,,,,,400,
10003,3,0,Health care expenses,,,,,,,,,,,,,300,
10003,3,0,Social obligations,,,,,,,,,,,,,0,
10003,3,0,Save,,,,,,,,,,,,,500,
10003,3,0,Share with others,,,,,,,,,,,,,0,
10003,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,400,
10003,3,0,Other (specify if other),,,,,,,,,,,,,0,
10003,6,0,Purchase food,,,,,,,,,,,,,,
10003,6,0,Education costs,,,,,,,,,,,,,,
10003,6,0,Purchase livestock,,,,,,,,,,,,,,
10003,6,0,Production or operating costs,,,,,,,,,,,,,,
10003,6,0,Health care expenses,,,,,,,,,,,,,,
10003,6,0,Social obligations,,,,,,,,,,,,,,
10003,6,0,Save,,,,,,,,,,,,,,
10003,6,0,Share with others,,,,,,,,,,,,,,
10003,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
10003,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
10003,6,0,Other (specify if other),,,,,,,,,,,,,,
10004,3,0,Purchase food,,,,,,,,,,,,,1000,
10004,3,0,Education costs,,,,,,,,,,,,,0,
10004,3,0,Purchase livestock,,,,,,,,,,,,,0,
10004,3,0,Production or operating costs,,,,,,,,,,,,,0,
10004,3,0,Health care expenses,,,,,,,,,,,,,500,
10004,3,0,Social obligations,,,,,,,,,,,,,0,
10004,3,0,Save,,,,,,,,,,,,,1000,
10004,3,0,Share with others,,,,,,,,,,,,,0,
10004,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,500,
10004,3,0,Other (specify if other),,,,,,,,,,,,,0,
10004,6,0,Purchase food,,,,,,,,,,,,,,
10004,6,0,Education costs,,,,,,,,,,,,,,
10004,6,0,Purchase livestock,,,,,,,,,,,,,,
10004,6,0,Production or operating costs,,,,,,,,,,,,,,
10004,6,0,Health care expenses,,,,,,,,,,,,,,
10004,6,0,Social obligations,,,,,,,,,,,,,,
10004,6,0,Save,,,,,,,,,,,,,,
10004,6,0,Share with others,,,,,,,,,,,,,,
10004,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
10004,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
10004,6,0,Other (specify if other),,,,,,,,,,,,,,
10005,3,0,Purchase food,,,,,,,,,,,,,200,
10005,3,0,Education costs,,,,,,,,,,,,,300,
10005,3,0,Purchase livestock,,,,,,,,,,,,,1500,
10005,3,0,Production or operating costs,,,,,,,,,,,,,0,
10005,3,0,Health care expenses,,,,,,,,,,,,,1000,
10005,3,0,Social obligations,,,,,,,,,,,,,0,
10005,3,0,Save,,,,,,,,,,,,,0,
10005,3,0,Share with others,,,,,,,,,,,,,0,
10005,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
10005,3,0,Other (specify if other),,,,,,,,,,,,,0,
10006,3,0,Purchase food,,,,,,,,,,,,,1000,
10006,3,0,Education costs,,,,,,,,,,,,,0,
10006,3,0,Purchase livestock,,,,,,,,,,,,,1400,
10006,3,0,Production or operating costs,,,,,,,,,,,,,0,
10006,3,0,Health care expenses,,,,,,,,,,,,,0,
10006,3,0,Social obligations,,,,,,,,,,,,,0,
10006,3,0,Save,,,,,,,,,,,,,500,
10006,3,0,Share with others,,,,,,,,,,,,,100,
10006,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
10006,3,0,Other (specify if other),,,,,,,,,,,,,0,
10006,6,0,Purchase food,,,,,,,,,,,,,,
10006,6,0,Education costs,,,,,,,,,,,,,,
10006,6,0,Purchase livestock,,,,,,,,,,,,,,
10006,6,0,Production or operating costs,,,,,,,,,,,,,,
10006,6,0,Health care expenses,,,,,,,,,,,,,,
10006,6,0,Social obligations,,,,,,,,,,,,,,
10006,6,0,Save,,,,,,,,,,,,,,
10006,6,0,Share with others,,,,,,,,,,,,,,
10006,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
10006,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
10006,6,0,Other (specify if other),,,,,,,,,,,,,,
10006,7,,,Other (specify),,,,,No,,No,,,,,,
10006,7,,,Food for humans,,,,,Yes,,No,,,,,,
10006,7,,,Water for humans,,,,,No,,No,,,,,,
10006,7,,,Health services for humans,,,,,No,,No,,,,,,
10006,7,,,Education/school fees,,,,,No,,No,,,,,,
10006,7,,,Pay back debt,,,,,Yes,,Yes,,,,,,
10006,7,,,Save,,,,,No,,No,,,,,,
10006,7,,,Livestock purchases,,,,,No,,Yes,,,,,,
10006,7,,,Livestock inputs: water,,,,,Yes,,Yes,,,,,,
10006,7,,,Livestock inputs: forrage or fodder,,,,,No,,No,,,,,,
10006,7,,,Livestock inputs: Vaccinate / vetrinary services,,,,,No,,No,,,,,,
10006,7,,,Hiring labor for herding,,,,,No,,No,,,,,,
10006,7,,,Livestock trucking\trekking\transportation,,,,,No,,No,,,,,,
10006,7,,,Gave to others/ share,,,,,No,,No,,,,,,
10006,7,,,"Ceremonies (e.g., weddings, funerals, religious events)",,,,,No,,No,,,,,,
10007,3,0,Purchase food,,,,,,,,,,,,,2000,
10007,3,0,Education costs,,,,,,,,,,,,,100,
10007,3,0,Purchase livestock,,,,,,,,,,,,,0,
10007,3,0,Production or operating costs,,,,,,,,,,,,,700,
10007,3,0,Health care expenses,,,,,,,,,,,,,200,
10007,3,0,Social obligations,,,,,,,,,,,,,0,
10007,3,0,Save,,,,,,,,,,,,,0,
10007,3,0,Share with others,,,,,,,,,,,,,0,
10007,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
10007,3,0,Other (specify if other),,,,,,,,,,,,,0,
10007,6,0,Purchase food,,,,,,,,,,,,,,
10007,6,0,Education costs,,,,,,,,,,,,,,
10007,6,0,Purchase livestock,,,,,,,,,,,,,,
10007,6,0,Production or operating costs,,,,,,,,,,,,,,
10007,6,0,Health care expenses,,,,,,,,,,,,,,
10007,6,0,Social obligations,,,,,,,,,,,,,,
10007,6,0,Save,,,,,,,,,,,,,,
10007,6,0,Share with others,,,,,,,,,,,,,,
10007,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
10007,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
10007,6,0,Other (specify if other),,,,,,,,,,,,,,
10009,3,0,Purchase food,,,,,,,,,,0,1500,,,
10009,3,0,Education costs,,,,,,,,,,0,0,,,
10009,3,0,Purchase livestock,,,,,,,,,,0,0,,,
10009,3,0,Production or operating costs,,,,,,,,,,0,0,,,
10009,3,0,Health care expenses,,,,,,,,,,0,100,,,
10009,3,0,Social obligations,,,,,,,,,,0,0,,,
10009,3,0,Save,,,,,,,,,,0,600,,,
10009,3,0,Share with others,,,,,,,,,,0,0,,,
10009,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,0,500,,,
10009,3,0,Other (specify if other),,,,,,,,,,0,0,,,
10010,3,0,Purchase food,,,,,,,,,,,,,1000,
10010,3,0,Education costs,,,,,,,,,,,,,0,
10010,3,0,Purchase livestock,,,,,,,,,,,,,1000,
10010,3,0,Production or operating costs,,,,,,,,,,,,,0,
10010,3,0,Health care expenses,,,,,,,,,,,,,200,
10010,3,0,Social obligations,,,,,,,,,,,,,0,
10010,3,0,Save,,,,,,,,,,,,,500,
10010,3,0,Share with others,,,,,,,,,,,,,100,
10010,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,200,
10010,3,0,Other (specify if other),,,,,,,,,,,,,0,
10010,6,0,Purchase food,,,,,,,,,,,,,,
10010,6,0,Education costs,,,,,,,,,,,,,,
10010,6,0,Purchase livestock,,,,,,,,,,,,,,
10010,6,0,Production or operating costs,,,,,,,,,,,,,,
10010,6,0,Health care expenses,,,,,,,,,,,,,,
10010,6,0,Social obligations,,,,,,,,,,,,,,
10010,6,0,Save,,,,,,,,,,,,,,
10010,6,0,Share with others,,,,,,,,,,,,,,
10010,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
10010,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
10010,6,0,Other (specify if other),,,,,,,,,,,,,,
10011,3,0,Purchase food,,,,,,,,,,0,1200,,,
10011,3,0,Education costs,,,,,,,,,,0,100,,,
10011,3,0,Purchase livestock,,,,,,,,,,0,1200,,,
10011,3,0,Production or operating costs,,,,,,,,,,0,0,,,
10011,3,0,Health care expenses,,,,,,,,,,0,400,,,
10011,3,0,Social obligations,,,,,,,,,,0,0,,,
10011,3,0,Save,,,,,,,,,,0,0,,,
10011,3,0,Share with others,,,,,,,,,,0,0,,,
10011,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,0,400,,,
10011,3,0,Other (specify if other),,,,,,,,,,0,0,,,
10011,6,0,Purchase food,,,,,,,,,,,,,,
10011,6,0,Education costs,,,,,,,,,,,,,,
10011,6,0,Purchase livestock,,,,,,,,,,,,,,
